"Name","NumOfPublications"
SIGGRAPH Production Sessions,54
SIGGRAPH Real Time Live!,24
SIGGRAPH Real-Time Live!,22
SIGGRAPH Sketches,583
SIGGRAPH Special Sessions,24
SIGGRAPH Studio,109
SIGGRAPH Studio Talks,36
SIGGRAPH Talks,1088
SIGGRAPH VR Theater,33
SIGGRAPH VR Village,39
SIGGRAPH Video Review on Electronic Theater Program,71
SIGGRAPH Visual Proceedings,597
SIGGRAPH Web Graphics,67
SIGHAN@IJCNLP,56
SIGIR,6287
SIGIR Workshop: Information Retrieval Techniques for Speech Applications,11
SIGITE,576
SIGITE Conference,517
SIGLEX Workshop,23
SIGMAP,497
SIGMETRICS,1498
SIGMETRICS (Abstracts),374
SIGMETRICS/Performance,123
SIGMINI,46
SIGMIS-CPR,254
SIGMOD Conference,4583
SIGMOD Conference Companion,160
SIGMOD PhD Symposium,33
SIGMORPHON,160
SIGNUM,44
SIGPLAN,69
SIGPLAN Symposium on Compiler Construction,124
SIGRAD,108
SIGSAND,65
SIGSAND/PLAIS,28
SIGSIM-PADS,341
SIGSMALL,154
SIGSMALL/PC,37
SIGSOFT,51
SIGSOFT FSE,681
SIGSPATIAL PhD Symposium,10
SIGSPATIAL/GIS,1240
SIGUCCS,2756
SIGdial,145
SII,2014
SIIE,104
SIIS,32
SIIT,164
SIMBAD,61
SIMBig,247
SIMBig (Revised Selected Papers),23
SIMPAR,245
SIMPDA,110
SIMPDA (Revised Selected Papers),35
SIMULTECH,842
SIMULTECH (Selected Papers),141
SIN,685
SINC,132
SIP,472
SIPAIM,122
SIROCCO,770
SIRS,155
SIS,377
SISAP,428
SISY,771
SITA,359
SITIS,1631
SIU,5461
SIVE@VR,29
SIdEWayS@HT,10
SIoT,91
SKG,1045
SKILL,72
SKIMA,334
SKM,25
SKY,47
SLA++P@ETAPS,12
SLAM@INTERSPEECH,36
SLAP,9
SLAP@ETAPS,29
SLATE,266
SLE,359
SLERD,18
SLIP,312
SLP,145
SLPAT,38
SLPAT@ACL,18
SLS,39
SLSFS,15
SLSP,181
SLT,986
SLTU,216
SLaTE,270
SM,41
SMACD,397
SMAP,439
SMART@ISWC,18
SMARTCOMP,635
SMARTGREENS,478
SMARTGREENS/VEHITS (Selected Papers),122
SMARTNET,113
SMBM,31
SMC,16659
SMC (2),253
SMDS,47
SMI,139
SMILE,39
SMM4H@COLING,89
SMP,101
SMPS,371
SMRR,22
SMSociety,227
SMT,71
SMT@CAV,7
SMT@IJCAR,26
SMUC@CIKM,19
SNA@ICML,18
SNAKDD,48
SNAMS,350
SNAPI@PACT,20
SNAPL,60
SNC,119
SNDS,99
SNPD,1542
SNPD (revised selected papers),18
SNR,21
SNS,51
SNSC,20
SNTA@HPDC,49
SNePS,13
SOAP@PLDI,96
SOAR,14
SOCA,531
SOCASE,36
SOCC,130
SOCIALEDU,10
SOCO,477
SOCO-CISIS-ICEUTE,348
SOCS,617
SODA,4524
SOFA,122
SOFA (1),139
SOFA (2),136
SOFL,11
SOFL+MSVL,134
SOFSEM,1225
SOFSEM (2),26
SOFSEM (Student Research Forum Papers / Posters),29
SOFTEKS Workshop on Incompleteness and Uncertainty in Information Systems,18
SOFTVIS,153
SOHOMA,345
SOLI,743
SOQUA,30
SOS,21
SOS@CONCUR,14
SOS@ICALP,20
SOSA,185
SOSE,716
SOSP,764
SOSR,171
SOUPS,336
SOUPS @ USENIX Security Symposium,160
SP,623
SP (Workshops),184
SPA,404
SPAA,1616
SPAC,453
SPACE,202
SPAWC,1815
SPC,66
SPCOM,303
SPDECE,36
SPDP,708
SPDT,45
SPECOM,684
SPECTS,134
SPICE,217
SPIGL,22
SPIN,470
SPIN@SIGCOMM,11
SPIRE,789
SPIT,33
SPIT/IPC,49
SPIoT (1),127
SPIoT (2),137
SPLASH,63
SPLASH (Companion Volume),226
SPLASH (Companion),27
SPLASH Companion,56
SPLASH-E,46
SPLC,704
SPLC (1),43
SPLC (2),166
SPLC (A),244
SPLC (B),170
SPLC Workshops,154
SPLST,41
SPLT,233
SPML,198
SPNLP@EMNLP,30
SPRINGL,45
SPRO@CCS,21
SPSM@CCS,79
SQAMIA,153
SQM@CSMR,12
SR,33
SR+SWIT@ISWC,10
SRC@MoDELS,20
SRDS,1248
SRDS Workshop,28
SRDS Workshops,54
SRIF@SIGCOMM,28
SRII Global Conference,134
SRMC,23
SRUTI,30
SSA-SMILE@ESWC,9
SSBSE,290
SSCC,317
SSCI,3321
SSCS@MM,23
SSCT,30
SSD,2464
SSDBM,1317
SSDGP,7
SSE@SIGSOFT FSE,21
SSGIP,6
SSI,92
SSIAI,368
SSIC,68
SSIP,92
SSIRI,175
SSIRI (Companion),65
SSM,56
SSN,119
SSN@ISWC,16
SSP,971
SSPR/SPR,792
SSPREW@ACSAC,16
SSPS,110
SSR,185
SSR@ICRA,8
SSRR,609
SSS,827
SSST@ACL,41
SSST@ArgMining@ACL,7
SSST@HLT-NAACL,26
SSST@NAACL-HLT,22
SST@ICSE,22
SSTD,372
SSV,60
SSVM,524
SSW,541
SSW@VLDB,15
SSWS@ISWC,33
STACOM,135
STACOM@MICCAI,308
STACS,2265
STAF Workshops,170
STAG,158
STAIRS,171
STAST,104
STC,43
STC@CCS,24
STDBM,22
STEP,103
STIA,22
STIDS,110
STIL,124
STM,231
STM@ESORICS,16
STM@IFIPTM,13
STOC,4197
STPIS,99
STPIS@CAiSE,51
STRATEGIES@IJCAR,21
STREAMEVOLV@ECML-PKDD,10
STRL@IJCAI,20
STeP,49
SUComS,122
SUI,446
SUM,473
SUMAC @ ACM Multimedia,47
SUMO,84
SVCC,53
SVM,62
SVR,465
SVV@ICFEM,8
SVV@ICLP,11
SWAN@ESEC/SIGSOFT FSE,13
SWAP,134
SWAT,991
SWAT4HCLS,102
SWAT4LS,356
SWCS (LNCS Volume),9
SWCT,127
SWDB,48
SWDB-ODBIS,9
SWEET@SIGMOD,11
SWH@ISWC,31
SWIM,29
SWODCH,24
SWQD,155
SWS,77
SWWS,223
SYMSAC,127
SYMSACC,89
SYNASC,1277
SYNCHRON,7
SYNT,24
SYNT@CAV,20
SYRCoDIS,65
SYSINT,70
SYSTEM,114
SYSTOR,368
SaITE,18
SaMBa@MICCAI,15
SaTML,76
SafeAI@AAAI,128
SafeCert@ETAPS,10
SafeConfig,64
SafeConfig@CCS,31
Sagamore Computer Conference,36
Sandbox@SIGGRAPH,117
Sanskrit Computational Linguistics,57
Sarnoff Symposium,215
Satisfiability Problem: Theory and Applications,26
ScalA@SC,86
Scalable Data Management in Evolving Networks,10
Scale-Space,245
ScanGIS,49
"Scenarios: Models, Transformations and Tools",15
Scheduling,20
Scheme@ICFP,22
SciPy,291
SciSec,134
SciTools,18
SciVis,55
ScienceCloud@HPDC,49
Scientific Visualization,65
Scottish Functional Programming Workshop,44
SeCO Workshop,40
SeDiT@ESWC,13
SeGAH,455
SePublica,25
SeWeBMeDA@ESWC,24
SecCO@CONCUR,11
SecCo,24
SecCo@CONCUR,6
SecDev,192
SecITC,99
SecReT@ICALP,7
SecReT@LICS/CSF,8
Secondary School Mathematics in the World of Communication Technology,33
Secure Data Management,143
SecureComm,544
SecureComm (1),168
SecureComm (2),153
Security Protocols Workshop,811
Security and Control of Information Technology in Society,22
Security and Management,759
Security and Watermarking of Multimedia Contents,316
Security for Object-Oriented Systems,18
"Security, Steganography, and Watermarking of Multimedia Contents",298
Selected Areas in Cryptography,446
Selected Papers from the First and the Second European Workshop on Application and Theory of Petri Nets,51
Self-Stabilizing Systems,32
SemAnnot@ISWC,38
SemEval@ACL,713
SemEval@COLING,451
SemEval@NAACL-HLT,983
SemIIM,19
SemREC/SMART@ISWC,8
SemREC@ISWC,7
SemSci@ISWC,18
SemStats@ISWC,40
SemTab@ISWC,54
SemWS,8
SemWebEval@ESWC,111
SemWiki,56
Semantic Audio,101
Semantic Desktop Workshop,32
Semantic Mining in Biomedicine,21
Semantics in Databases,22
Semantics of Specification Languages,20
Seminar on Concurrency,26
SenSys,1736
Sensor Based Intelligent Robots,39
Sensor Data and Information Fusion in Computer Vision and Medicine,3
Sensors,129
"Sensors, Cameras, and Systems for Industrial and Scientific Applications",64
Service Oriented Computing,10
ServiceWave,111
ServiceWave Workshops,24
SetVR@Diagrams,16
Shape Modeling International,328
ShapeMI@MICCAI,65
Shell Conference,10
SiBW,20
SiMoD@SIGMOD,9
SiPS,1005
Sicherheit,356
SimTecT/ISAGA,29
SimVis,393
SimuTools,701
SimuTools (1),65
SimuTools (2),62
Simulation & Scheduling,3
Simulationstechnik,409
Smart Graphics,311
Smart-CT,34
SmartBlock,73
SmartCity360°,128
SmartCloud,319
SmartCom,334
SmartER Europe,14
SmartGIFT,80
SmartGridComm,1433
SmartGridSec,24
SmartIoT,355
SmartNets,248
SmartObjects@MobiCom,35
SmartSP,12
SmartWear@MobiCom,10
SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI,905
SoC,360
SoCC,2088
SoCG,877
SoCPaR,804
SoGood@ECML-PKDD,9
SoHeal@ICSE,18
SoICT,715
SoMeT,844
SoMeT (Selected Papers),28
SoRuCom,33
SoSE,1226
SocInf@IJCAI,22
SocInfo,300
SocInfo (1),103
SocInfo (2),112
SocInfo Workshops,70
SocProS,159
SocProS (1),537
SocProS (2),541
Social Science Microsimulation,24
SocialCom,193
SocialCom/PASSAT,544
SocialNLP@ACL,23
SocialNLP@NAACL,23
SocialSec,135
Soft Computing Based Optimization and Decision Models,19
SoftCOM,1166
SoftMC@CAV,20
Software Development Environments (SDE),49
Software Education and Training Sessions @ ICSE,13
Software Engineering,853
Software Engineering (Workshops),505
Software Engineering Research and Practice,1022
"Software Engineering Research, Management and Applications",18
Software Engineering for Self-Adaptive Systems,53
Software Evolution Through Transformations @ ICGT,11
Software Management,67
Software Quality and Productivity,61
Software Reliability Modelling and Identification,6
Software Visualization,32
Software-Ergonomie,365
SoftwareMining@ASE,14
SpaCCS,204
SpaCCS Workshops,190
Spatial Cognition,314
Spatial Cognition: Specialization and Integration,10
SpatialAPI@SIGSPATIAL,14
SpatialDI,109
SpatialEpi,9
SpeD,215
Specification and Verification of Concurrent Systems,31
SpringSim,699
SpringSim (ADS),91
SpringSim (ANSS),166
SpringSim (CNS),101
SpringSim (EAIA),28
SpringSim (HPC),72
SpringSim (HPS),84
SpringSim (MSM),19
SpringSim (Mod4Sim),26
SpringSim (Posters),20
SpringSim (SimAUD),53
SpringSim (TMS),33
SpringSim (TMS-DEVS),234
StarAI@AAAI,67
StarAI@UAI,25
State of the Art in Applied Cryptography,20
State-of-the-Art in Content-Based Image and Video Retrieval,16
Storage and Retrieval Methods and Applications for Multimedia,93
Storage and Retrieval for Image and Video Databases (SPIE),284
Storage and Retrieval for Media Databases,210
StorageSS,47
Stringology,362
StudentWorkshop@CoNEXT,180
Sublinear Algorithms,10
SugarLoafPLoP,32
SumPre-HSWI@ESWC,7
Summer School on Neural Networks,68
SummerSOC,44
SummerSim,498
Supercomputer,87
Supercomputers and Applications,10
SustaiNLP@EMNLP,43
SustainIT,124
SwSTE,116
Swarm Robotics,28
Swe-CTW,37
SwissText,52
SyRoCo,410
Symbiotic,62
Symmetric Cryptography,31
Symposium on Computation Theory,32
Symposium on Computer Animation,493
Symposium on Computer Animation (Posters),15
Symposium on Designing Interactive Systems,192
Symposium on Geometry Processing,134
Symposium on Mobile and Location-Independent Computing,26
Symposium on Programming,101
Symposium on Reliability in Distributed Software and Database Systems,74
Symposium on Solid Modeling and Applications,360
Symposium on Solid and Physical Modeling,231
"Symposium on Testing, Analysis, and Verification",43
SynCoP,19
Synthesis and Planning,3
Synthesis for Control Dominated Circuits,33
SysCom,23
SysCon,1433
SysML,41
SysTEX@SOSP,19
SysTol,130
System Modelling and Optimization,342
Systems Biology and Computational Proteomics,10
Systems Biology and Regulatory Genomics,22
T2FUZZ,28
T4E,470
TA,68
TAAI,610
TAAI (1),30
TAAI (2),20
TABLEAUX,493
TAC,531
TACAS,920
TACAS (1),231
TACAS (2),254
TACAS (3),56
TACC,50
TACL,62
TACS,139
TACoS,42
TADA/AMEC,18
TADDS,15
TAFA,64
TAG,126
TAG+,173
TAG-ML,76
TAGT,72
TAI,215
TAIC PART,59
TAILOR,24
TAINN,27
TALE,1258
TALN,62
TALN (1),103
TALN (2),104
TALN (3),44
TALN (4),16
TALN (Articles courts),179
TALN (Articles longs),378
TALN (Demonstrations),58
TALN (Invitations),11
TALN (Posters),133
TALN (RECITAL),21
TALN-RECITAL,59
TAMC,699
TAMODIA,133
TAMoCo,36
TAP,38
TAP@STAF,106
TAP@TOOLS,60
TAPAS,27
TAPAS@SAS,17
TAPSOFT,186
"TAPSOFT, Vol.1",98
"TAPSOFT, Vol.2",104
TARK,492
TAROS,524
TASE,560
TASS@SEPLN,41
TAV-WEB,23
TC/SSN@ISWC,10
TCC,381
TCC (1),198
TCC (2),196
TCC (3),68
TCCE,90
TCQ,14
TDDL/MDQual/Futurity@TPDL,13
TDIT,168
TDIT (1),103
TDIT (2),97
TDIT (3),37
TDM,21
TDS,192
TE,722
TEA,50
TEAA,38
TECH-EDU,131
TEEM,1279
TEFSE@ICSE,34
TEI,1700
TEMU,128
TENCON,1664
TERECOM@JURIX,24
TERMGRAPH,47
TERMGRAPH@ETAPS,31
TERMGRAPH@FSCD,17
TES,131
TFC,226
TFCV,27
TFM,29
TFP,80
TFPIE,41
TFPIE@TFP,12
TFSOCTAI@AAAI Fall Symposium,13
TFWWG,34
TG,82
TGC,178
TIA,55
TIDSE,80
TIME,697
TINLAP,122
TIP@MPC,8
TIPSTER,117
TIS@CCS,17
TISHW,42
TIWDC,36
TJJCCGG,16
TLCA,321
TLDI,72
TLLM,23
TLT,53
TMA,295
TMM_CH,59
TMM_CH (1),40
TMM_CH (2),36
TMRA,72
TNC,13
TOOLS (6),32
TOPI@ICSE,52
TOSCA,31
TPCD,37
TPCG,313
TPCTC,178
TPDL,583
TPDL Workshops,45
TPHOLs,490
TPNC,198
TPS-ISA,200
TQC,216
TRAP,12
TREC,2345
TRECVID,757
TRI-Ada,522
TRIDENTCOM,562
TRROS@ERF,8
TRUST,183
TRUST@AAMAS,38
TSA,58
TSD,1523
TSDM,13
TSP,1804
TST,449
TSTIP@COSIT,9
TTC,44
TTC/,13
TTC@STAF,88
TTCS,32
TTO,49
TTSS,52
TTW@AIED,26
TV@FLoC,10
TVS,47
TVX,171
TWOMDE@MoDELS,14
TYPES,371
TaPP,160
Tabletop,93
TacTT@ITS,11
TbiLLC,157
Tcl/Tk Workshop,92
TeNe,88
TePRA,140
Teaching ML,37
TechDebt@ICSE,111
Teleteaching,203
"Temporal Databases, Dagstuhl",17
Temporal Logic in Specification,19
Term Rewriting,16
TestCom,139
TestCom/FATES,67
Tethics,36
Text2Story@ECIR,104
TextGraphs@ACL,38
TextGraphs@EMNLP,45
TextGraphs@NAACL-HLT,16
Textverarbeitung und Informatik,23
ThEdu@CADE,33
ThEdu@FLoC,15
The Analysis of Concurrent Systems,28
The Architecture of Scientific Software,22
The Emerging Semantic Web,18
The Evolution of Conceptual Modeling,21
The Future of Software Engineering,14
The Information Society,44
The Logic of Theory Change,15
The Next Generation of Information Systems,19
The Shortest Path Problem,15
The Spin Verification System,16
The Use of Formal Specification of Software,9
Theoretical Aspects of Computer Science,9
Theoretical Computer Science,127
Theoretical Foundations of Computer Vision,130
Theories of Programming and Formal Methods,41
Theory and Formal Methods,50
Theory and Numerics for Conservation Laws,6
Theory of Evolutionary Algorithms,23
Three-Dimensional Image Capture and Applications,218
Three-Dimensional Image Processing (3DIP) and Applications,114
"Three-Dimensional Image Processing, Measurement (3DIPM), and Applications",42
ToM for Teams,15
Tokenomics,55
"Tool Support for System Specification, Development and Verification",17
Tools and Techniques for Social Science Simulation,19
"Tools for the Model-based Development of Certifiable, Dependable Systems",3
TopHPC,20
Towards Affordance-Based Robot Control,16
Towards Evolvable Hardware,12
Towards World Class Manufacturing,30
TransAI,55
Transformation Techniques in Software Engineering,10
Transputer-Anwender-Treffen,173
Trends in Computer Algebra,14
Trends in Functional Programming,150
TriCoLore (C3GI/ISD/SCORE),18
Trust in Cyber-societies,12
"Trust, Reputation, and Security",18
Trust@ISWC,9
TrustBus,370
TrustCom,1747
TrustCom/BigDataSE,398
TrustED@CCS,42
Trusting Agents for Trusting Electronic Societies,14
Truth Maintenance Systems (ECAI Workshop),11
TwinPeaks@ICSE,13
TwinPeaks@RE,15
TyDe@ICFP,48
Types in Compilation,23
UAI,3327
UC,179
UCAmI,619
UCAmI (1),90
UCAmI (2),91
UCC,756
UCC Companion,145
UCET,234
UCMedia,68
UCNC,212
UCS,88
UD,195
UD (Discussions),13
UDMV,49
UEMCON,1196
UHDL,28
UIC,430
UIC/ATC,255
UIC/ATC/ScalCom,452
UIDIS,33
UIS,32
UIST,1562
UIST (Adjunct Volume),905
UITP,31
UITP@FLoC,11
UITP@TPHOLs,19
UK Hypertext,41
UKAIS,281
UKCI,423
UKICER,102
UKPEW,25
UKSim,1050
ULPAA,70
UMAP,813
UMAP (Adjunct Publication),526
UMAP Workshops,260
UMC,49
UMICS,27
UML,260
UML Satellite Activities,35
UML Workshop,20
UNIF,94
UNIGRA,27
UNISCON,136
UNIX - Konzepte und Anwendungen,7
UNSURE@MICCAI,36
UNet,279
UODIGS,18
UP,892
UPGRADE-CN,34
UPINLBS,267
UPP,28
UR,464
URAI,1244
URANIA@AI*IA,10
URSW,108
URSW (LNCS Vol.),58
URSW@ISWC,14
US-Brazil Joint Workshops on the Formal Foundations of Software Systems,20
USAB,228
USE@FM,6
USENIX Annual Technical Conference,965
"USENIX Annual Technical Conference, FREENIX Track",180
"USENIX Annual Technical Conference, General Track",246
USENIX MACH Symposium,54
USENIX Security Symposium,2096
USENIX Summer,188
USENIX Symposium on Internet Technologies and Systems,66
USENIX Winter,157
USENIX Workshop on Electronic Commerce,36
USER@ICSE,21
USITS,23
UTP,89
UV,167
UYMS,384
UbiComp,1209
UbiComp Adjunct,550
UbiComp/ISWC Adjunct,1689
UbiMob,106
UbiSec,98
UkrPROG,154
Understanding and Processing Sketch Maps @ COSIT,7
Underwater Networks,55
Universal Access in Ambient Intelligence Environments,30
University Education Uses of Visualization in Scientific Computing,18
Unusual Applications of Number Theory,22
Urb-IoT,51
UrbComp@KDD,41
UrbanGIS@SIGSPATIAL,49
UrgentHPC@SC,22
UsARE (Revised Selected Papers),12
User Interfaces for All,84
User Modeling,271
V&D@FLoC,12
VAAM/FFER@ICPR,14
VACE@ICSE,16
VAHC,66
VALUETOOLS,735
VAST,439
VAST (Short and Project Papers),58
VBC,212
VCBM,216
VCIP,3125
VDA,43
VDAT,684
VDB,165
VDM Europe,81
VECIMS,381
VECPAR,493
VECoS,125
VEE,314
VEHITS,614
VEM,50
VERIFY,28
VERIFY@IJCAR,14
VG,69
VG@Eurographics,31
VIEW,24
VINCI,439
VIP,101
VIPERC,18
VIPERC@IRCDL,20
VIS,90
VISAPP,109
VISAPP (1),875
VISAPP (2),673
VISAPP (3),170
VISIGRAPP,34
VISIGRAPP (1: GRAPP),286
VISIGRAPP (2: HUCAPP),180
VISIGRAPP (3: IVAPP),219
VISIGRAPP (4: VISAPP),724
VISIGRAPP (5: VISAPP),638
VISIGRAPP (Revised Selected Papers),152
VISIGRAPP (Selected Papers),209
VISSAS,15
VISSOFT,360
VISUAL,317
VITAE,143
VL,623
VL/HCC,1098
VLBV,73
VLC@ACL,30
VLCS@MobiCom,50
VLDB,2445
VLDB PhD Workshop,32
VLDS,25
VLFM,11
VLSI,207
VLSI Circuits,585
VLSI Design,2270
VLSI Technology and Circuits,442
VLSI-DAT,708
VLSI-SOC,160
VLSI-SoC,984
VLSI-SoC (Selected Papers),236
VLSIC,343
VLSID,973
VLUDS,47
VMBO,91
VMCAI,594
VMIL@SPLASH,87
VMV,831
VNC,707
VODCA@FOSAD,47
VOILA@ISWC,87
VOLT@STAF,14
VORTEX@ECOOP/ISSTA,5
VORTEX@ISSTA,15
VOY,19
VPA@SC,20
VPT@CAV,21
VPT@ETAPS,27
VR,2765
VR Workshops,1639
VR/AR Network@SIGCOMM,15
VR4Health@MUM,6
VRAIS,221
VRCAI,749
VRIC,221
VRIPHYS,171
VRML,75
VRST,1590
VRTCH,19
VS-GAMES,451
VSIP,125
VSMM,362
VSS,363
VSSN@MM,71
VST@SANER,22
VSTTE,269
VT@Middleware,4
VTC Fall,9074
VTC Spring,9503
VTDC@HPDC,35
VTDC@SC,24
VTS,2091
VVG,66
VVS,105
VaMoS,372
VaSCo@WebSci,7
Vampire,7
Vampire Workshop,7
Vampire@IJCAR,7
VarDial@COLING,79
VarDial@EACL,41
VariComp@AOSD,13
Vehicular Ad Hoc Networks,151
Veni@OKCon,9
VerAS@TPHOLs,5
ViC,12
Video Processing and Computational Video,9
Video Surveillance and Transportation Imaging Applications,106
VikingPLoP,38
Virtual Colonoscopy and Abdominal Imaging,20
Virtual Enterprises and Collaborative Networks,203
Virtual Realities,29
Virtual Worlds,69
VisGap@EuroVis,16
VisMath,73
VisSym,197
Visual Computing - Convergence of Computer Graphics and Computer Vision,4
Visual Information Processing,659
Visual Information Processing and Communication,208
Visualisierung von Umweltdaten,54
Visualization and Data Analysis,507
Visualization in Scientific Computing,43
Visualization of Large and Unstructured Data Sets,16
VizSEC,220
VizSec,34
VolVis,33
VoteID,52
W-MUST@SIGCOMM,17
W-NUT@EMNLP,140
W2GIS,315
W4A,593
WAA,210
WABI,705
WAC,301
WACCPD@SC,71
WACT,11
WACV,4476
WACV (Workshops),304
WACV Workshops,91
WADAS,314
WADGMM,12
WADL,48
WADS,972
WADT,256
WAE,106
WAF,49
WAFR,428
WAHC@CCS,38
WAIFI,171
WAIHCWS,45
WAIM,892
WAIM Workshops,197
WALCOM,526
WALTD,19
WAMA@ESEC/SIGSOFT FSE,13
WAMTA,25
WAOA,441
WAPA,34
WAPCV,70
WAPI@ICSE,17
WASA,842
WASA (1),171
WASA (2),120
WASA (3),119
WASPAA,671
WASSA@ACL,167
WASSA@EMNLP,116
WASSA@NAACL-HLT,61
WAT,41
WAT@COLING,41
WAW,236
WBDB,53
WBIR,220
WBMA,59
WCAE,136
WCAE@HPCA,49
WCAE@ISCA,73
WCAN@ICALP,17
WCAT@ECOOP,8
WCB@ICLP,11
WCC,34
WCCCE,159
WCCE,396
WCCI,33
WCES,7
WCET,217
WCGO,113
WCICSS,33
WCII,13
WCIT,253
WCLP,25
WCNC,11399
WCNC Workshops,741
WCO@FedCSIS,52
WCRE,794
WCSC,132
WCSP,3743
WCSS,74
WCW,46
WDAG,258
WDAS,45
WDC@AsiaCCS,17
WDDDM@EuroSys,16
WDFIA,42
WDIA,20
WDV,25
WEA,514
WEAH,21
WEB,226
WEBIST,1010
WEBIST (1),399
WEBIST (2),364
WEBIST (Revised Selected Papers),115
WEBIST (Selected Papers),192
WEBKDD,52
WECWIS,128
WEDELMUSIC,121
WEIHC,19
WEIS,235
WEIS (Springer Volume),13
WEIT,70
WER,511
WES,35
WESE,56
WESPr-iMLSE@APSEC,10
WESS,53
WETICE,1778
WETSEB@ICSE,37
WETSoM,70
WETSoM@ICSE,29
WEUSE@ICSE,36
WEVR@VR,35
WEWST,33
WEWST@ECOWS,25
WEWST@ECOWS (Final Proceedings),26
WEWoRC,37
WF-IoT,1439
WFCS,452
WFLP,172
WFLP@RDP,9
WG,1343
WGP@ICFP,51
WGT@ETAPS,25
WHC,819
WHICEB,872
WHICEB (1),67
WHICEB (2),68
WHISPERS,1696
WHPCF@SC,37
WHiSe@ESWC,20
WI,504
WI-IAT (1),164
WI-IAT (2),130
WI-IAT (3),128
WI/IAT,491
WIA,20
WIAMIS,367
WICED@Eurographics,36
WICED@Eurographics/EuroVis,16
WICON,456
WICOW,41
WICSA,433
WICSA/ECSA,103
WIDM,177
WIESS,22
WIFS,558
WIFT,34
WILE/HIS/CIAPP@MICAI,35
WILF,372
WIMS,464
WINCOM,483
WINE,922
WING@ETAPS/IJCAR,20
WINS/CVMLH,11
WINSYS,299
WINTECH,75
WIR,67
WIRN,379
WIRN/NAIS,43
WIS,116
WISA,1103
WISATS,73
WISCS@CCS,32
WISE,884
WISE (1),372
WISE (2),397
WISE Workshops,379
WISEC,504
WISER,27
WISES,250
WISM,215
WISP@ICATPN,10
WISTP,246
WIVACE,205
WIW,25
WImBI,30
WKDD,521
WLFM@FM,9
WLP,178
WLP/WFLP,13
WLPE,46
WLSI,15
WM,37
WMASH,62
WMC-CdeA,30
WMCSA,147
WMF,17
WML@ICDAR,43
WMMP,16
WMNC,427
WMP,18
WMT,445
WMT@ACL,269
WMT@EMNLP,395
WMTE,182
WMUTE,166
WMuNeP,57
WNAA,72
WNLPe-Health@ICON,9
WNS3,143
WNSP,14
WOA,503
WOB,86
WOC@Middleware,27
WOCC,848
WOCCI,103
WOCN,484
WOD,20
WODA,38
WODES,291
WOLFHPC@SC,22
WOMPAT,50
WONS,354
WONTO,16
WOOD,17
WOOT,163
WOOT @ USENIX Security Symposium,52
WOP,83
WOP@ISWC,68
WOPPLOT,16
WORDS,449
WORKS@SC,99
WORLDS,36
WORM,46
WOSC@Middleware,56
WOSIS,179
WOSN,53
WOSP,152
WOSS,46
WOWMOM,1480
WPA@MobiSys,39
WPC,91
WPES,244
WPES@CCS,169
WPMC,1264
WPMVP@PPoPP,32
WPNC,450
WPTE@FSCD,21
WRAC,77
WRLA,204
WRLA@ETAPS,42
WRS,59
WRS@FLoC,9
WRS@RDP,14
WRS@RTA,9
WRT@ICSE,21
WS-FM,113
WS-REST,35
WSA,916
WSAN,45
WSBI,17
WSC,11883
WSCAD (Selected Papers),13
WSCG,446
WSCG (Posters),81
WSCG (Short Papers),126
WSDM,1829
WSE,224
WSICC@TVX,21
WSKS,85
WSKS (1),202
WSKS (2),218
WSM@MM,27
WSMAI,23
WSOM,252
WSOM+,34
WSPI,27
WSS,46
WSSANLP@COLING,58
WSSE,180
WTS,725
WUWNet,552
WWC,70
WWCA,68
WWIC,449
WWV,102
WWW,4828
WWW (Companion Volume),3787
WWWrong,8
WearSys@MobiSys,69
Weaving Services and People on the World Wide Web,17
Web Intelligence,1576
Web Intelligence/IAT Workshops,784
"Web, Web-Services, and Database Systems",23
